,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,13/12/2018,"Economía circular, digitalización y nuevas oportunidades en el sector de la construcción",CONGRESS_CONFERENCE,Factoría Cultural / Viveros de Industrias Creativ...,"Paseo de la Chopera, 14",2192,Madrid,28045,Madrid,Consultar con el organizador,Gratuito,19:30 - 21:00
,13/12/2018,La Vasca,THEATRE,Sala de Teatro Cuarta Pared,"Calle de Ercilla, 17",7991,Madrid,28005,Madrid,Consultar con el organizador,6€,20:00
,13/12/2018,Cardenales del Éxito,MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",3782,Madrid,28015,Madrid,Consultar con el organizador,Desde 20€,20:30
,13/12/2018,DJ Piroo,MUSIC,El Junco Jazz,"Plaza de Santa Bárbara, 10",4534,Madrid,28004,Madrid,Consultar con el organizador,Desde 6€,02:30
,13/12/2018,Ballet British Columbia - Triple Bill,SHOW,Teatros del Canal. Sala Roja,"Calle de Cea Bermúdez, 1",1326,Madrid,28003,Madrid,Todos los publicos,"Desde 15,50€",20:30
,13/12/2018,Desert + Glue Kids,MUSIC,Siroco,"Calle San Dimas, 3",2628,Madrid,28015,Madrid,Consultar con el organizador,Consultar,21:00
,13/12/2018,Asesoría de Salud Joven,OTHERS,Centro Juvenil Carabanchel Alto,"Calle Alfonso Fernández, 23",8960,Madrid,28044,Madrid,Mayores de 14 años,Gratuito,17:30 - 19:00
,13/12/2018,Exposición pintura: Cielos,EXHIBITIONS,Centro Cultural Pilar Miró,"Plaza Antonio María de Segovia, s/n",7315,Madrid,28031,Madrid,Todos los publicos,Gratuito,"L-V 9:00-22:00 // S, D y festivos 9:00-15:00"
,13/12/2018,"Sendas de Bashô, de Manuel Neila",CONGRESS_CONFERENCE,Biblioteca Pública Municipal Mario Vargas Llosa,"Calle Barceló, 4",9498,Madrid,28004,Madrid,Todos los publicos,Gratuito,19:00
,13/12/2018,La Mar De Viajes Y Aventuras Por Nelson Calderón,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Gerardo Diego (Villa...,"Calle Monte Aya, 12",5743,Madrid,28031,Madrid,Mayores de 4 años,Gratuito,18:00
,13/12/2018,Bis / Jornadas de Intercambio de Semillas,OTHERS,Intermediae Matadero Madrid,"Paseo de la Chopera, 14",9822,Madrid,28045,Madrid,Todos los publicos,Gratuito,18h
,13/12/2018,Monstruos domésticos y literarios en las obras de las hermanas Brontë y Elizabeth Gaskell,CONGRESS_CONFERENCE,Fundación Juan March,"Calle de Castelló, 77",2282,Madrid,28006,Madrid,Todos los publicos,,19:30
,13/12/2018,Festival Rap UNAD 2018,MUSIC,Intruso Bar,"Calle de Augusto Figueroa, 3",1343,Madrid,28004,Madrid,Consultar con el organizador,Gratuito,20:00
,13/12/2018,Democrazy Presentado Disco,MUSIC,Gruta 77,"Calle Cuclillo, 6",9467,Madrid,28019,Madrid,Todos los publicos,13€,10:00
,13/12/2018,La Comunicación No Violenta,WORKSHOP_COURSE,Librería Mayo,"Paseo de la Esperanza, 19",3909,Madrid,28005,Madrid,Consultar con el organizador,"17,90€",19:00-20:30
,13/12/2018,Pasavento,MUSIC,Café La Palma,"Calle de La Palma, 62",744,Madrid,28015,Madrid,Consultar con el organizador,6€,21:30
,13/12/2018,Mercado de Artesanas,FAIR_MARKET,Espacio de Igualdad Carme Chacón,"Calle Matapozuelos, 2",1594,Madrid,28043,Madrid,Todos los publicos,Gratuito,10:00-14:00 y 16:30-20:30
,13/12/2018,"La vía de la religación. La conversión de Manuel García Morente, proceso intelectivo paradigmático de la experiencia del fund",WORKSHOP_COURSE,Centro Cultural Gloria Fuertes,"Av. de Logroño, 179",5536,Madrid,28042,Madrid,Consultar con el organizador,Gratuito,19:00
,13/12/2018,Acuarelas de Amparo Berlinches Acín,EXHIBITIONS,Junta Municipal del Distrito de Tetuán,"Calle de Bravo Murillo, 357",3099,Madrid,28020,Madrid,Todos los publicos,Gratuito,L-V 9:00-14:00 y 16:00-20:00 // S 10:00-14:00
,13/12/2018,Ilustrísima 2018. Salón del Dibujo y la Ilustración,EXHIBITIONS,Museo ABC de Dibujo e Ilustración,"Amaniel, 29-31",8487,Madrid,28015,Madrid,Todos los publicos,Gratuito,N/A
,13/12/2018,Homenaje a María Moliner,OTHERS,Biblioteca Pública María Moliner,"Calle Villalonso, 16",3540,Madrid,28021,Madrid,Mayores de 14 años,Gratuito,10:30
,13/12/2018,"Berlin Blues Session 9 by The 44 Dealers - Harp Aces Reunion: Mingo Balaguer, Fernando Jiménez y Víctor Puertas",MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",1836,Madrid,28013,Madrid,Consultar con el organizador,Desde 8€,23:00
,13/12/2018,Pop Up Quinta,EXHIBITIONS,Quinta del Sordo,"Calle del Rosario, 15",8161,Madrid,28005,Madrid,Todos los publicos,Gratuito,10:00-20:00
,13/12/2018,Pony Bravo,MUSIC,Sala But,"Calle Barceló, 11",5697,Madrid,28004,Madrid,Todos los publicos,"Oferta anticipada 13 € + gastos de gestión, an...",20:30
,13/12/2018,Marina Casado. Recítala Otra Vez. Poesia y Cine,SHOW,Teatro Real Carlos III de Aranjuez,"Calle de San Antonio, 68",3802,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Desde 3 €,19:00
,13/12/2018,"Navidad, Tradición y Leyenda",CONGRESS_CONFERENCE,Centro Cultural Zazuar,"Calle Zazuar, 4",1720,Madrid,28031,Madrid,Todos los publicos,Gratuito,19:00
,13/12/2018,A Wamba Buluba,MUSIC,Sala El Sol,"Calle Jardines, 3",6793,Madrid,28013,Madrid,Mayores de 18 años,Desde 6€,00:30
,13/12/2018,Milena Brody,MUSIC,Fulanita de tal,"Calle de Regueros, 9",9007,Madrid,28004,Madrid,Consultar con el organizador,Anticipada 6€ // Taquilla 8€,21:30
,13/12/2018,La práctica de la Autocompasión como camino a la Felicidad,WORKSHOP_COURSE,Librería Mayo,"Paseo de la Esperanza, 19",4855,Madrid,28005,Madrid,Consultar con el organizador,"5,95€",18:30 - 20:00
,13/12/2018,Bebecuentos Con Ana Griott,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Buenavista (Salama...,"Av. de los Toreros, 5",6854,Madrid,28028,Madrid,Mayores de 1 años,Gratuito,17:30
,13/12/2018,La Música En El Cine Actual: La Herencia Conquistada,CONGRESS_CONFERENCE,Biblioteca Regional de Madrid Joaquín Leguina,"Calle de Ramírez de Prado, 3",9706,Madrid,28045,Madrid,Todos los publicos,,18:30
,13/12/2018,Mientras la Luz. José Saborit,EXHIBITIONS,O_Lumen,"Calle de Claudio Coello, 141",8167,Madrid,28006,Madrid,Todos los publicos,Gratuito,X-S 11:00-14:00 y 17:00-21:00 // D 11:00-14:00
,13/12/2018,Felicitaciones Personalizadas,OTHERS,Calle Gran Vía,Calle Gran Vía,1719,Majadahonda,28220,Madrid,Todos los publicos,Círculo de Empresarios de Majadahonda,17:00 - 20:00
,13/12/2018,Marisa López Y Alejandra Rivas,EXHIBITIONS,Casa de Cultura Carmen Conde,"Plaza Cristóbal Colón, 11",3493,Majadahonda,28220,Madrid,Consultar con el organizador,A consultar,"L a V 10:00 - 14:00 y 17:00 - 21:00, S 10:00 - 13:..."
,13/12/2018,Jinete Último Reino,SHOW,Centro de Arte Dos de Mayo,"Av. de la Constitucion, 23",2306,Mostoles,28931,Madrid,Consultar con el organizador,Entrada Libre - Aforo limitado,20:00
,13/12/2018,"""Concierto de Villancicos Populares""",MUSIC,Centro Sociocultural Joan Miró,"Calle París, 5",854,"Combos, Los (arroyomolinos)",28938,Madrid,Todos los publicos,,18:00
,13/12/2018,"Jinete Último Reino Frag. 3, María Salgado y Fran MM Cabeza de Vaca",EXHIBITIONS,CA2M Centro de Arte Dos de Mayo,Avda. Constitución 23,6949,Mostoles,28931,Madrid,Todos los publicos,Gratuito,20:00 - 21:00
,13/12/2018,"""Canciones De Invierno, Una Trinchera De La Gran Guerra (1914-1918), En Flandes""",MUSIC,Museo de la Ciudad de Móstoles,"Calle de Andrés Torrejón, 5",2584,Mostoles,28931,Madrid,Todos los publicos,Gratuito con Invitación,8:30
,13/12/2018,José Luis Labad en el Mirador Literario,OTHERS,Centro Social de Covibar,Av. Deporte. s/n,1672,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,,19:30 - 21:00
,13/12/2018,Charla Día Internacional del Voluntariado,CONGRESS_CONFERENCE,Casa de las Asociaciones,"Av. Deporte, s/n",410,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,,19:00
,13/12/2018,Razl Meets Calvin Clean. Festival Escomúsica,MUSIC,Sala Magokoro,"Calle Floridablanca, 2",6634,Alcobendas,28100,Madrid,Consultar con el organizador,A consultar,21:00
,13/12/2018,"""No te Quedes con la Duda""",OTHERS,Centro Polivalente Abogados de Atocha,"C/ Londres, 3",2340,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,,17:00 - 20:00
,14/12/2018,Orquesta Sinfónica y Banda,MUSIC,Auditorio de Boadilla del Monte,"Calle Isabel de Farnesio, 16",728,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,,19:30
,14/12/2018,X muestra Solidaria De Bailes De Salón,OTHERS,Centro Cultural Las Fronteras,"Calle Salvador Allende, 7",4438,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,1 kg o Litro (o más) de Alimentos que será donad...,19:30
,14/12/2018,Fisioterapia Respiratoria Infantil,WORKSHOP_COURSE,Fundación Anda Conmigo,"Calle de los Mártires, 11",7645,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Consultar con el organizador,Gratuito,10:00
,14/12/2018,Cuentacuentos en Inglés,CHILDREN_ACTIVITIES,Biblioteca Federico García Lorca,"Plaza del Maestro, s/n",5298,Torrejon De Ardoz,28850,Madrid,Todos los publicos,,18:00
,14/12/2018,Límites Y Ocupaciones,EXHIBITIONS,Caja del Arte,"C/ Joaquín Blume, s/n",3173,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,A consultar,"L a V 9:00 - 21:00, S 10:00 - 14:00"
,14/12/2018,Gospel Living Water 2018/19,OTHERS,Teatro José María Rodero,"C/ Londres, 3",9574,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,,20:00
,14/12/2018,Coro Gospel Living Water,MUSIC,Teatro Municipal José María Rodero,"C/ Londres, 3",8751,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,A consultar,20:00
,14/12/2018,Los Nadie,OTHERS,Centro Comarcal De Humanidades Cardenal Gonzaga Si...,"Avenida de la Cabrera, 96",6444,"Cabrera, La",28751,Madrid,Mayores de 12 años,,20:00
,14/12/2018,Toc Toc,SHOW,Teatro Príncipe Gran Vía,"Calle de las Tres Cruces, 8",9286,Madrid,28013,Madrid,Mayores de 8 años,"Desde 18,40€","M, X y J 20:00 // V y S 18:00-20:30 // D 19:00"
,14/12/2018,Gansos Rosas,MUSIC,El Límite Live,C/ Cervantes 9,9083,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,,23:00
,14/12/2018,Conferencias De Otoño - Yacimiento Arqueológico “La Cabilda”,CONGRESS_CONFERENCE,Centro de Cultura,Centro de Cultura,6283,Hoyo De Manzanares,28240,Madrid,Todos los publicos,,19:00 - 21:00
,14/12/2018,Conferencias De Otoño - Yacimiento Arqueológico “La Cabilda”,CONGRESS_CONFERENCE,Centro de Cultura,Centro de Cultura,3967,Hoyo De Manzanares,28240,Madrid,Todos los publicos,,19:00 - 21:00
,14/12/2018,Presentación Proyecto Obreras sin Fábrica,OTHERS,Centro Cultural Ciudad Pegaso,"Av. Séptima, 11",787,Madrid,28022,Madrid,Todos los publicos,Gratuito,19:00
,14/12/2018,Taller. Cocina Saludable-mente,WORKSHOP_COURSE,Centro Sociocultural Oporto,"Av. de Oporto, 78",1632,Madrid,28019,Madrid,Consultar con el organizador,Gratuito,18:00
,14/12/2018,La Sirenita,CHILDREN_ACTIVITIES,Centro Cultural la Elipa,"Pje Santa Felicidad, 39",5600,Madrid,28017,Madrid,Todos los publicos,Gratuito,18:00
,14/12/2018,¡Pero Más Chulo!,SHOW,Centro Sociocultural Alfonso XII,"Calle Mira el Río, 4",3305,Madrid,28005,Madrid,Mayores de 18 años,Gratuito,19:00
,14/12/2018,"Ópera, Zarzuela y Danza Española",SHOW,El Rincón de la Rodríguez,"Calle del Corazón de María, 6",9322,Madrid,28002,Madrid,Todos los publicos,"Desde 4,50 €",N/A
,14/12/2018,Situación de la Pareja de la Sociedad Actual ¿Sabes por qué te Emparejas?,CONGRESS_CONFERENCE,Biblioteca Pública Municipal Iván de Vargas,"Calle de San Justo, 5",7098,Madrid,28005,Madrid,Consultar con el organizador,Gratuito,19:00
,14/12/2018,Bobby McFerrin: Spontaneous Inventions,OTHERS,Cineteca,"Plaza de Legazpi, 8",7323,Madrid,28045,Madrid,Consultar con el organizador,,14 dic 18:00 // 19 dic 20:30
,14/12/2018,Luis Brea y El Miedo,MUSIC,Changó Club,"Calle Covarrubias, 42",5321,Madrid,28010,Madrid,Consultar con el organizador,15€,21:00
,14/12/2018,Grupo Toldería,MUSIC,Sala BarCo,"Calle del Barco, 34",4437,Madrid,28004,Madrid,Consultar con el organizador,Gratuito,21:30
,14/12/2018,Albin Lee Meldau,MUSIC,Sala Boite,"Calle de Tetuán, 27",6023,Madrid,28013,Madrid,Consultar con el organizador,17€,22:45
,14/12/2018,Lobos y otros seres que llegan en invierno por ana griott,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Ana María Matute (...,"Calle de los Comuneros de Castilla, 30",6803,Madrid,28019,Madrid,Mayores de 6 años,Gratuito,18:00
,14/12/2018,Jamar Jones Y Jeff Murrell With the Madrid Gospel Band And Soul Conecction Choir,MUSIC,Sala Clamores,"Calle de Alburquerque, 14",5948,Madrid,28010,Madrid,Todos los publicos,12€ anticipada / 15€ taquilla,22:30
,14/12/2018,Malú,MUSIC,Wizink Center (Palacio de Deportes de la Comunidad...,"Av. Felipe II, s/n",9130,Madrid,28009,Madrid,Todos los publicos,Desde 29 €,21:00
,14/12/2018,Paco Soto,MUSIC,AC Recoletos Jazz,"Calle de Recoletos, 18",8004,Madrid,28001,Madrid,Consultar con el organizador,Desde 12€,21:00
,14/12/2018,Salvajes,THEATRE,La Usina,"Calle de Palos de la Frontera, 4",2630,Madrid,28012,Madrid,Consultar con el organizador,13€,V 20:00 // S 22:30
,14/12/2018,Nuria Graham + Tigercats,MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",8538,Madrid,28012,Madrid,Todos los publicos,Anticipada 10 y 12 € Taquilla 15 €,20:00
,14/12/2018,Filmoteca Ciudadana de Chamberí,OTHERS,Centro Cultural Galileo-Auditorio,"C/ Galileo, 39",5199,Madrid,28015,Madrid,Todos los publicos,,Adultos 19:00 Infantil 12:00
,14/12/2018,Caviar Beluga,MUSIC,ThunderCat Club,"Calle de Campoamor, 11",9981,Madrid,28004,Madrid,Consultar con el organizador,6€,22:00
,14/12/2018,Formas Curiosas de Estimular Nuestro Cerebro,CONGRESS_CONFERENCE,Centro Cultural Buenavista,"Av. de los Toreros, 5",4707,Madrid,28028,Madrid,Consultar con el organizador,Gratuito,11:00
,14/12/2018,Charla: A un Paso de tu Meta,CONGRESS_CONFERENCE,Centro SOL,"Calle Toledo, 134B, entreplanta",3192,Madrid,28005,Madrid,Todos los publicos,10€,19:30 - 20:30
,14/12/2018,Hay Cuerpos que se Olvidan,THEATRE,Sala de Teatro Cuarta Pared,"Calle de Ercilla, 17",1639,Madrid,28005,Madrid,Consultar con el organizador,6€,20:00
,14/12/2018,Atalaya Roja + Paula Ferraz,MUSIC,Alevosia sala de concertos,"Calle Andrés Borrego, 6",8221,Madrid,28004,Madrid,Todos los publicos,5 €,21:00
,14/12/2018,"Cine. Baby, Tú Vales Mucho",OTHERS,Centro Dotacional Integrado Arganzuela,"Calle de Palos de la Frontera, 40",6585,Madrid,28045,Madrid,Consultar con el organizador,Gratuito,18:30
,14/12/2018,María Gracia,MUSIC,Teatro Prosperidad,"Calle Mantuano, 51",8065,Madrid,28002,Madrid,Todos los publicos,13€,19:00
,14/12/2018,Quirófano (Escritos En La Escena I),THEATRE,Teatro María Guerrero - Centro Dramático Naciona...,Calle de Tamayo y Baus 4,771,Madrid,28004,Madrid,Consultar con el organizador,A Consultar,18:00
,14/12/2018,Muñeco Vudú,MUSIC,Costello Club,"Calle Caballero de Gracia, 10",8858,Madrid,28013,Madrid,Consultar con el organizador,Consultar,21:30
,14/12/2018,El Pueblo de los Mellados,THEATRE,Teatros Luchana,"Calle de Luchana, 38",2577,Madrid,28010,Madrid,Mayores de 16 años,Desde 9€,19:30
,14/12/2018,Los Sexys (X Aniversario),MUSIC,Tempo CLub,"Calle Duque de Osuna, 8",5709,Madrid,28015,Madrid,Consultar con el organizador,Anticipada 6€ // Taquilla 7€,22:30
,14/12/2018,Bananarama,MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",1016,Madrid,28012,Madrid,Consultar con el organizador,Desde 8€,00:30
,14/12/2018,El Arte en la Máquina. Un Recorrido por la Unión entre Arte y Robótica,WORKSHOP_COURSE,Espacio Fundación Telefónica,"Calle de Fuencarral, 3",7355,Madrid,28004,Madrid,Mayores de 18 años,Gratuito,17:30-19:30
,14/12/2018,"Parabellum, Josetxu Piperrak & the Riber Band y Las Sexpeares",MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",4124,Madrid,28015,Madrid,Consultar con el organizador,15€,19:30
,14/12/2018,El Olvido o la Vida. Rubén Buren y Carmen Soler,THEATRE,Off Latina,"Calle de los Mancebos, 4",8156,Madrid,28005,Madrid,Todos los publicos,7€,22:30
,14/12/2018,Mercadillo Navideño Solidario 2018,FAIR_MARKET,Centro de Apoyo Integral a los Niños con Cardiopa...,"Paseo de Juan Antonio Vallejo-Nájera Botas, s/n",8606,Madrid,28005,Madrid,Todos los publicos,Gratuito,11:00 - 20:00
,14/12/2018,Fiesta,THEATRE,Bululu,"Calle de Canarias, 16",8564,Madrid,28045,Madrid,Mayores de 18 años,12€,21:00
,14/12/2018,Cortos de Jean Painlevé,OTHERS,Cineteca,"Plaza de Legazpi, 8",7001,Madrid,28045,Madrid,Consultar con el organizador,,14 dic 20:00 // 19 dic 18:00
,14/12/2018,Concierto Solidario,MUSIC,Centro Juvenil El Sitio de Mi Recreo,"Calle de la Sierra del Torcal, 12",9114,Madrid,28031,Madrid,Mayores de 14 años,Gratuito,19:00
,14/12/2018,Experiencia Literaria,OTHERS,Museo Lázaro Galdiano,"Calle de Serrano, 122",4765,Madrid,28006,Madrid,Todos los publicos,,20:00
,14/12/2018,Magia y Humor,SHOW,Restaurante Anthonys Place de Madrid,"Calle de Sandoval, 16",6085,Madrid,28010,Madrid,Todos los publicos,,N/A
,14/12/2018,Alfred García. Firma de Discos,OTHERS,Fnac Callao,"Preciados, 28",6129,Madrid,28013,Madrid,Consultar con el organizador,,17:00 - 19:00
,14/12/2018,Vega (acústico),MUSIC,Sala El Sol,"Calle Jardines, 3",2391,Madrid,28013,Madrid,Consultar con el organizador,Anticipada 18€ // Taquilla 22€,22:00
,14/12/2018,"Soundtrack - Chaplin y la CIudad: City Lights. Con Luismi Balandrón, Marisa Pons y Gabriel Peso",MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",3168,Madrid,28013,Madrid,Consultar con el organizador,8€,19:00
,14/12/2018,"Taller: homofobia, teatro, adolescencia y sociedad",WORKSHOP_COURSE,Teatro Fernán Gómez - Sala Polivalente,"Plaza de Colón, 4",8467,Madrid,28001,Madrid,Consultar con el organizador,Gratuito,17:00-19:00
,14/12/2018,Albertini Dj,MUSIC,ThunderCat Club,"Calle de Campoamor, 11",3230,Madrid,28004,Madrid,Consultar con el organizador,11€,02:00
,14/12/2018,El Funeral. Escape-Cluedo de Terror,OTHERS,La Caja del Terror,"Paseo de la Esperanza, 16",351,Madrid,28005,Madrid,Consultar con el organizador,16€,J 20:00 // V y S 20:00 y 22:00 // D 17:00 y 19:30
,14/12/2018,Herstóricas,OTHERS,Matadero Madrid,"Paseo de la Chopera, 10",1664,Madrid,28045,Madrid,Todos los publicos,,18:30
,14/12/2018,El Fabuloso Club,MUSIC,Sala El Sol,"Calle Jardines, 3",7065,Madrid,28013,Madrid,Mayores de 18 años,Desde 12€,01:00
,14/12/2018,Plectrum Cinema,CHILDREN_ACTIVITIES,Teatro Sanpol,"Calle de San Pol de Mar, 1",736,Madrid,28008,Madrid,Mayores de 6 años,10€,19:00
,14/12/2018,Orquesta Sinfónica de Madrid. Nicola Luisotti,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",1882,Madrid,28002,Madrid,Todos los publicos,Desde 30 €,22:30
,14/12/2018,Spirit Fingers,MUSIC,El Plaza Jazz Club,"Calle de Martín de los Heros, 3",7005,Madrid,28008,Madrid,Consultar con el organizador,8€,22:00
,14/12/2018,The Chandals,MUSIC,Taboo Madrid,"Calle de San Vicente Ferrer, 23",9577,Madrid,28004,Madrid,Consultar con el organizador,10€,21:30
,14/12/2018,Mapa + The Reflectors + Buzzers,MUSIC,Rock Palace,"Calle Vara de Rey, 6",7072,Madrid,28045,Madrid,Consultar con el organizador,Anticipada 10€ // Taquilla 12€,23:00
,14/12/2018,Flores para Tristia,MUSIC,Sala Búho Real,"Calle de Regueros, 5",6428,Madrid,28004,Madrid,Consultar con el organizador,9€,20:30
,14/12/2018,Notas de Guerra,MUSIC,Centro Cultural Buenavista,"Av. de los Toreros, 5",924,Madrid,28028,Madrid,Todos los publicos,Gratuito,19:00
,14/12/2018,OCNE. Ciclo Sinfónico. Muerte entre las Flores I: Entre Hermanos,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",4736,Madrid,28002,Madrid,Todos los publicos,Desde 12 €,14 y 15 de diciembre: 19:30 16 de diciembre: 11:3...
,14/12/2018,Encuentro de aviones de papel,OTHERS,Matadero Madrid,"Paseo de la Chopera, 10",1109,Madrid,28045,Madrid,Todos los publicos,,17:00
,14/12/2018,Mensajes,SHOW,Teatro Encantado,"Calle Pozuelo de Zarzón, 3",937,Madrid,28005,Madrid,Consultar con el organizador,15€,21:00
,14/12/2018,"Breve Historia de la Zambomba, desde el Antiguo Egipto hasta Nuestros Días",CONGRESS_CONFERENCE,Biblioteca Musical Víctor España,"Calle Conde Duque, 9",1159,Madrid,28015,Madrid,Todos los publicos,Gratuito,18:30
,14/12/2018,La Muerte de Violeta,MUSIC,Estudio 2 - Manuel Galiana,"Calle Moratines, 11",2785,Madrid,28005,Madrid,Consultar con el organizador,14€,20:30
,14/12/2018,Mercadillo del Gato,FAIR_MARKET,Centro Cultural de los Ejércitos,"Calle Gran Vía, 13",446,Madrid,28013,Madrid,Todos los publicos,Gratuito,11:00-21:00
,14/12/2018,Tus Otros Hijos no te Olvidan,THEATRE,Centro Cultural Pilar Miró,"Plaza Antonio María de Segovia, s/n",3474,Madrid,28031,Madrid,Mayores de 13 años,Gratuito,20:00
,14/12/2018,Leonardo Da Vinci Ante El Misterio De La Belleza Femenina,CONGRESS_CONFERENCE,Palacio de las Alhajas,"Plaza de San Martín, 1",6032,Madrid,28013,Madrid,Todos los publicos,,18:00
,14/12/2018,Carolina Durante + Las Ligas Menores,MUSIC,Sala But,"Calle Barceló, 11",9738,Madrid,28004,Madrid,Todos los publicos,Oferta anticipada 12 € + gastos de gestiónantic...,20:30
,14/12/2018,Concierto Solidario : Se Vende Perro + Tiro Loco,MUSIC,Café La Palma,"Calle de La Palma, 62",996,Madrid,28015,Madrid,Consultar con el organizador,8€,21:30
,14/12/2018,Princesas: La Cara B,THEATRE,CCIC La Tortuga Lavapiés,"Calle de la Espada, 6",4963,Madrid,28012,Madrid,Consultar con el organizador,3€,20:00 y 20:30
,14/12/2018,Maureen Choi Quartet,MUSIC,La Pecera del Círculo de Bellas Artes,"Calle de Alcalá, 42",2029,Madrid,28014,Madrid,Todos los publicos,18€ . Socias del CBA 15€,21:30
,14/12/2018,Tarde de ceremonias: experiencias de la fuerza y bienestar,WORKSHOP_COURSE,Biblioteca Pública Municipal Mario Vargas Llosa (...,"Calle Barceló, 4",4855,Madrid,28004,Madrid,Todos los publicos,Gratuito,19:00
,14/12/2018,Embrujo Navideño. Diana Aller + Vigente + Eloi Vázquez,MUSIC,Sala Maravillas Club,"Calle de San Vicente Ferrer, 33",8187,Madrid,28004,Madrid,Consultar con el organizador,,00:00
,14/12/2018,R.O.B.O. + Afilador + Kugo,MUSIC,Wurlitzer Ballroom,"Calle de las Tres Cruces, 12",6572,Madrid,28013,Madrid,Consultar con el organizador,6€,22:00
,14/12/2018,Banketa Tour con Lele Laina,MUSIC,Blackbird Rock Bar,"Calle de las Huertas, 22",8099,Madrid,28014,Madrid,Consultar con el organizador,5€,22:00
,14/12/2018,Entre el cielo y la tierra,CHILDREN_ACTIVITIES,Matadero Madrid,"Paseo de la Chopera, 10",978,Madrid,28045,Madrid,Todos los publicos,,Consultar
,14/12/2018,Las Preciosas Ridículas,THEATRE,Teatro Karpas,"Calle de Santa Isabel, 19",9794,Madrid,28012,Madrid,Consultar con el organizador,13€,V 20:30 // S 19:00
,14/12/2018,Silvina Magari,MUSIC,Fulanita de tal,"Calle de Regueros, 9",6637,Madrid,28004,Madrid,Consultar con el organizador,Anticipada 8€ // Taquilla 10€,21:00
,14/12/2018,Éste puso un Huevo con Marta Guijarro,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Pío Baroja (Arganzu...,"Calle de Arganda, 12",3600,Madrid,28005,Madrid,Todos los publicos,Gratuito,18:00
,14/12/2018,Practice Makes Perfect,THEATRE,Naves Matadero. Centro Internacional de Artes Viva...,"Paseo de la Chopera, 14",7690,Madrid,28045,Madrid,Consultar con el organizador,12 €,20:30
,14/12/2018,Alfredo Tejada,MUSIC,Fundación Casa Patas - Sala García Lorca,"Calle Cañizares, 10",7850,Madrid,28012,Madrid,Todos los publicos,25€,22:30
,14/12/2018,Concierto de Dr. Sapo,CHILDREN_ACTIVITIES,Centro Sociocultural Tetuán,"Calle de Bravo Murillo, 251",6182,Madrid,28020,Madrid,Mayores de 5 años,Gratuito,17:30
,14/12/2018,Teatro Kamishibai,CHILDREN_ACTIVITIES,Matadero Madrid,"Paseo de la Chopera, 10",7159,Madrid,28045,Madrid,Todos los publicos,,18:00
,14/12/2018,Entender la Historia con Cristóbal Colón,CONGRESS_CONFERENCE,Far Home Atocha Hostel,"Calle de Atocha, 45",7250,Madrid,28012,Madrid,Consultar con el organizador,12€,20:00 - 21:30
,14/12/2018,Sígueme Y No Te Pierdas Nada,CHILDREN_ACTIVITIES,La Casa Encendida,"Ronda de Valencia, 2",4773,Madrid,28012,Madrid,Mayores de 6 años,5 €,18:00 - 20:00
,14/12/2018,El Éxito Del Fracaso,CONGRESS_CONFERENCE,Campus Madrid,"Calle Moreno Nieto, 2",1912,Madrid,28005,Madrid,Consultar con el organizador,A consultar,18:30
,14/12/2018,72ª Convocatoria Premio Adonáis de Poesía,OTHERS,Biblioteca Nacional de España. Salón de actos,"Paseo de Recoletos, 20-22",4844,Madrid,28001,Madrid,Todos los publicos,Gratuito,12:30
,14/12/2018,"Arsenio Puro, Henry Junior y La magia de Estefanía",SHOW,Sala Houdini,"Calle García Luna, 13",8484,Madrid,28002,Madrid,Consultar con el organizador,25€,14 dic 22:00 // 15 dic 23:00
,14/12/2018,Ensemble De Clarinetes De Madrid,MUSIC,Centro Cultural San Juan Bautista,"Calle San Nemesio, 4",8088,Madrid,28043,Madrid,Todos los publicos,Gratuito,19:00
