,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,30/11/2018,Pedro Iturralde Quartet,MUSIC,Bogui Jazz,"Calle del Barquillo, 29",9625,Madrid,28004,Madrid,Consultar con el organizador,Anticipada 17€ // Taquilla 20€,21:00 // 2 dic 20:00
,30/11/2018,Mariposas En El Aire,OTHERS,Centro Cultural Fernando de los Ríos (Latina),"Calle de Camarena, 10 B",533,Madrid,28047,Madrid,Mayores de 16 años,Gratuito,19:00
,30/11/2018,Iñaki Arakistain Band,MUSIC,Café Central,"Plaza del Ángel, 10",2989,Madrid,28012,Madrid,Todos los publicos,A Consultar,21:00
,30/11/2018,Tom en la Granja,THEATRE,Fernán Gómez Centro Cultural de la Villa - Sala ...,"Plaza de Colón, 4",3348,Madrid,28001,Madrid,Todos los publicos,Desde 13€,M - S 20:30 // D y festivos 19:30
,30/11/2018,Dos continentes... dos hackers una sola realidad,CONGRESS_CONFERENCE,Liferay,"Paseo de la Castellana, 280",7570,Madrid,28046,Madrid,Consultar con el organizador,Gratuito,18:30 - 21:00
,30/11/2018,Flamenco Standards - Pablo Martín Caminero,MUSIC,Centro Cultural Conde Duque,"Calle Conde Duque, 11",8007,Madrid,28015,Madrid,Todos los publicos,Desde 10e,19:00
,30/11/2018,Concierto Solidario para El Sahara,MUSIC,Sala Galileo Galilei,"Calle de Galileo, 100",7325,Madrid,28015,Madrid,Consultar con el organizador,12€,21:00
,30/11/2018,Inscripción - Actos De Justicia Paralela,WORKSHOP_COURSE,Conde-Duque,"Calle Conde Duque, 11",2605,Madrid,28015,Madrid,Todos los publicos,,11:00 - 14:00
,30/11/2018,Magia en Juego,SHOW,Off Latina,"Calle de los Mancebos, 4",649,Madrid,28005,Madrid,Mayores de 12 años,12€,22:30
,30/11/2018,Cuco,OTHERS,Gotham The Club,"C/ Hilarión Eslava, 38",5031,Madrid,28015,Madrid,Todos los publicos,Anticipada: 16 € Taquilla: 20€,20:00 - 23:00
,30/11/2018,24 Horas En La Vida De Una Mujer,THEATRE,Casa de Cultura Carmen Conde,"Plaza Cristóbal Colón, 11",3407,Majadahonda,28220,Madrid,Mayores de 16 años,A consultar,20:00
,30/11/2018,"Feos, Fuertes & Formales",MUSIC,Rey Louie Bar Concierto,Avda de España 51 (C.C.El Zoco),1744,Majadahonda,28220,Madrid,Consultar con el organizador,Gratuito,0:00
,30/11/2018,"Yo Soy Ratón. ""Día Internacional de las Ciudades Educadoras""",CHILDREN_ACTIVITIES,Teatro del Bosque,"Av. de Portugal, 57",8097,Mostoles,28931,Madrid,Todos los publicos,,18:00
,30/11/2018,Sex Museum,MUSIC,The Green Irish Pub,"Plaza Santos Niños, 3",740,Alcalá de Henares,28801,Madrid,Consultar con el organizador,Desde 10 €,22:30
,30/11/2018,Le Beau Trio,MUSIC,Aula de Música. Colegio de Basilios,"C/ Colegios, 10",6194,Alcalá de Henares,28801,Madrid,Consultar con el organizador,5 €,20:00
,30/11/2018,"Presentación del Libro ""Eco del Grito. Mudo""",OTHERS,Librería Diógenes,"C/ Ramón y Cajal, 1 y 4",8947,Alcalá de Henares,28801,Madrid,Todos los publicos,,19:00
,30/11/2018,Placeres Íntimos,THEATRE,Teatro Salón Cervantes,Calle de Cervantes,6353,Alcalá de Henares,28801,Madrid,Mayores de 18 años,Desde 8 €,20:00
,30/11/2018,Javier Puente & Manuel Flecha (Duo Musselman),MUSIC,La OVEJA NEGRA,"Calle Escuelas, 5",4724,Alcalá de Henares,28801,Madrid,Consultar con el organizador,,23:00
,30/11/2018,Moments Camut,CHILDREN_ACTIVITIES,Teatro Auditorio Ciudad de Alcobendas,"C/ Blas Otero, 4",4361,Alcobendas,28100,Madrid,Mayores de 8 años,Desde 11 €,20:00 - 21:20
,30/11/2018,Ha Nacido Una Estrella,OTHERS,Sala Covibar,"Av. de Covibar, 8",5651,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,A consultar,V 21:30 y D 20:30
,30/11/2018,No Hay Ladrón Que Por Bien No Venga,THEATRE,Centro Cultural Pablo Iglesias,"Paseo de la Chopera, 59",7433,Alcobendas,28100,Madrid,Consultar con el organizador,"3,5 €",20:00
,30/11/2018,Reunión A Ritmo De Calle,OTHERS,A Confirmar,A confirmar,4281,Alcobendas,28100,Madrid,Consultar con el organizador,A consultar,10:00 - 11:00
,30/11/2018,Teen Titans Go! La Película,CHILDREN_ACTIVITIES,Sala Covibar,"Av. de Covibar, 8",3768,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,A consultar,V 18:30 y S 17:30
,30/11/2018,Noches De Bailes De Salón,OTHERS,Restaurante la Esfera,"Av. Olímpica, 14",8707,Poligono Industrial Alcobendas,28108,Madrid,Consultar con el organizador,"4,50 €",22:00
,30/11/2018,"Alonso, Enrique y Don Manuel",MUSIC,Centro de Arte Alcobendas -Auditorio Paco de Lucí...,Calle de Mariano Sebastian Izuel,1094,Alcobendas,28100,Madrid,Mayores de 12 años,"Desde 7,50 €",20:00
,30/11/2018,Inscripciones Para La Cabalgata De Reyes 2019,OTHERS,Ayuntamiento de San Martín de la Vega,"Plaza de la Constitución, 1",1685,San Martin De La Vega,28330,Madrid,Consultar con el organizador,Gratuito,8:30 - 14:30
,30/11/2018,Tertulias Taurinas,CONGRESS_CONFERENCE,Ayuntamiento de San Martín de Valdeiglesias,"Plaza Real, 1",6722,San Martin De Valdeiglesias,28680,Madrid,Consultar con el organizador,A consultar,19:30
,30/11/2018,El Genuino Sabor Arancetano,MUSIC,Sala Closer,"Calle Eras, 2",8547,"Cortijo De San Isidro, El",28300,Madrid,Consultar con el organizador,10 €,23:30
,30/11/2018,Recuerdos. Canciones desde los 70 a la Actualidad,MUSIC,Centro Cultural Isabel de Farnesio- Auditorio Joaq...,"Calle del Capitán Angosto Gómez Castrillón, 39",9854,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:30
,30/11/2018,Gustavo y los Hijos del Viento,MUSIC,Contrapunto Cafe Jazz,"Ctra. Andalucía, 9",3830,"Cortijo De San Isidro, El",28300,Madrid,Consultar con el organizador,,23:30
,30/11/2018,Visita La Exposición De Auschwitz,GUIDED_VISIT,Enclave Joven,"Calle Mar de Alboran, s/n",8987,Arganda Del Rey,28500,Madrid,Consultar con el organizador,8 € empadronadxs 12 € no empadronadxs,16:00
,30/11/2018,Inauguración Del Belén Y Encendido Alumbrado Navideño,OTHERS,Plaza de la Constitución,Plaza de la Constitución,3846,Arganda Del Rey,28500,Madrid,Todos los publicos,Gratuito,20:00 - 21:30
,30/11/2018,Semilla del Cuento,CHILDREN_ACTIVITIES,Biblioteca Pablo Neruda,"Calle Tiendas, 8",1869,Arganda Del Rey,28500,Madrid,Mayores de 4 años,,18:00
,30/11/2018,Cata de Iniciación a los Estilos de Cerveza,OTHERS,Ceresmadrid,"Calle José de Cadalso 29, Local 16",8754,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,,19:00
,30/11/2018,Entrega De Los Premios De La Ruta De La Cuchara,OTHERS,Bar Ganador,Bar Ganador,7407,Arganda Del Rey,28500,Madrid,Consultar con el organizador,A consultar,A consultar
,30/11/2018,Concierto de Proyecto Hatta,MUSIC,Pub Mitos,"Cantalarrana, 25",3804,Torrejon De Ardoz,28850,Madrid,Consultar con el organizador,,22:00
,30/11/2018,"CORO HERMANDAD NUESTRA SEÑORA DEL ROCÍO ""CAMINO DE LOS TARAJALES""",MUSIC,Teatro José María Rodero,"Calle de Fuencarral, 3",2358,Torrejon De Ardoz,28850,Madrid,Todos los publicos,"desde 3,50 €",20:00
,30/11/2018,Mejora Tu Calidad De Vida,WORKSHOP_COURSE,A Confirmar,A confirmar,1826,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Consultar con el organizador,Gratuito,11:00 - 13:00
,30/11/2018,Concierto de Santa Cecilia 2018,MUSIC,Mirabal International School,"Calle Monte Almenara, s/n",6309,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,,18:00 - 20:00
,30/11/2018,Fundamentos Técnicas de Estudio,WORKSHOP_COURSE,Fundación Anda Conmigo,"Calle de los Mártires, 11",6269,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Consultar con el organizador,Gratuito,18:00
,30/11/2018,"Únicas E Iguales Pilar Jurado, Soprano Orchestra Della Scala Aretina",MUSIC,Auditorio Municipal de Boadilla del Monte,"Avenida Isabel de Farnesio, 16",2417,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:30
,30/11/2018,Encuentro Con Mujeres Escritoras Madwomenfest,OTHERS,Auditorio Municipal de Boadilla del Monte,"Avenida Isabel de Farnesio, 16",2878,Residencia Nuestra SeÑora Del Pilar (boadilla),28660,Madrid,Todos los publicos,,A Consultar
,30/11/2018,Productos de Apoyo para la Autonomía Personal en la Vida Diaria,OTHERS,Centro de Educación de Personas Adultas,"Calle de la Fuente de Arriba, 1",6938,Buitrago De Lozoya,28730,Madrid,Consultar con el organizador,,11:00
,30/11/2018,La Vida no... Que Nervios,THEATRE,Teatro Casa de Cultura,"Avda. Juan Carlos I, 12",6257,Villalba De Guadarrama,28400,Madrid,Todos los publicos,Gratuito,18:30
,30/11/2018,FiloRock,MUSIC,80’Copas,"Calle los Molinos, 8",471,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,A consultar,23:55
,30/11/2018,Rock Place,MUSIC,La Frontera Villalba,"Fuente del Álamo, 12",2986,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,,23:30
,30/11/2018,Taller Suelo Pélvico,WORKSHOP_COURSE,pabellón Kike Blas,"Calle Feria, S/N",3514,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,A consultar,19:00
,30/11/2018,Danza y Percusion Africana,SHOW,Cruz Roja Collado Villalba,"Calle Alejandro Gamella, 2",8414,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,,20:00 - 21:00
,30/11/2018,"Mad Punk, Espasmódicos, Larsen Y TDK",MUSIC,El Límite Live,"Calle Cervantes, 7",1928,Villalba De Guadarrama,28400,Madrid,Consultar con el organizador,Desde 7 €,22:00
,30/11/2018,Visita a 365. Eugenio Recuenco,GUIDED_VISIT,CEART - Centro Cultural Tomás y Valiente,"Calle Leganés, 51",3798,Fuenlabrada,28945,Madrid,Todos los publicos,,18:00 y 19:00
,30/11/2018,VI Semana Internacional De Montaña De Guadarrama,OTHERS,Casa de Cultura Alfonso X,"Calle de las Herrenes, 0",3205,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Consultar con el organizador,Entrada Libre,20:00 - 22:00
,30/11/2018,Mercadillo de Guadarrama,FAIR_MARKET,C/ Sierra - Aparcamiento,C/ Sierra - Aparcamiento,4431,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Todos los publicos,Gratuito,A Consultar
,30/11/2018,El Estado de Sitio,THEATRE,Teatro La Puerta Estrecha,"Calle del Amparo, 94",2541,Madrid,28012,Madrid,Consultar con el organizador,13€,20:00
,30/11/2018,Los Bonzos En Madrid,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",9012,Madrid,28013,Madrid,Todos los publicos,Desde 10 €,20:30
,30/11/2018,Carrera De Globos,SPORT,Centro Juvenil El Pardo,"Av. del Padre Cipriano, 11",7838,"Pardo, El",28048,Madrid,Todos los publicos,Gratuito,18:00
,30/11/2018,The Plastic Religion,EXHIBITIONS,La Fiambrera Art Gallery,"Calle del Pez, 7",2152,Madrid,28004,Madrid,Todos los publicos,Gratuito,L-V 11:30-14:30 y 16:00-21:00 // S 11:00-21:00 // ...
,30/11/2018,Aluche Rock City: Stigma + Muerte + Evolve,MUSIC,Gruta 77,"Calle Cuclillo, 6",6647,Madrid,28019,Madrid,Todos los publicos,"5,50€",10:00
,30/11/2018,Smoking Souls,MUSIC,Sala Nazca Live,"Calle de Orense, 24",6980,Madrid,28020,Madrid,Todos los publicos,Anticipada 9 € Taquilla 12 €,20:00
,30/11/2018,La Visión Rusa. Clichés Musicales. Visiones de España,MUSIC,Fundación Juan March,"Calle de Castelló, 77",4956,Madrid,28006,Madrid,Todos los publicos,Gratuito,19:00
,30/11/2018,Morning Drivers + 51 Grados,MUSIC,Costello Club,"Calle Caballero de Gracia, 10",3642,Madrid,28013,Madrid,Consultar con el organizador,7€,21:30
,30/11/2018,Motown Live Ensemble,MUSIC,Sala Clamores,"Calle de Alburquerque, 14",3142,Madrid,28010,Madrid,Todos los publicos,10€ anticipada / 12€ taquilla,22:30
,30/11/2018,La Banda del Camión,MUSIC,Barracudas Rock bar,"Calle de Brescia, 19",4584,Madrid,28028,Madrid,Consultar con el organizador,Gratuito,22:30
,30/11/2018,Expediente K,THEATRE,Intemperie Teatro,"Calle Velarde, 15",3496,Madrid,28004,Madrid,Consultar con el organizador,12€,V - S 20:30 // D 19:30
,30/11/2018,Ximo Tébar Band. Con Alma & United,MUSIC,Teatro Fernán Gómez,"Plaza de Colón, 4",3525,Madrid,28001,Madrid,Consultar con el organizador,Desde 16€,21:00
,30/11/2018,Sinaia,MUSIC,Cool Stage,"Calle de Isabel la Católica, 6",6938,Madrid,28013,Madrid,Consultar con el organizador,8€,21:00
,30/11/2018,Curvy - Eva Cabezas,SHOW,Palacio de la Prensa,"Plaza del Callao, 4",4316,Madrid,28013,Madrid,Mayores de 16 años,Desde 10€,23:30
,30/11/2018,No es País para Negras,THEATRE,Off Latina,"Calle de los Mancebos, 4",565,Madrid,28005,Madrid,Consultar con el organizador,12€,20:30
,30/11/2018,Baile de huesos,THEATRE,Estudio 2 - Manuel Galiana,"Calle Moratines, 11",9278,Madrid,28005,Madrid,Consultar con el organizador,15€,20:00
,30/11/2018,Las amistades de Gertrudis,THEATRE,Centro La Tortuga,"Calle de la Espada, 6",5295,Madrid,28012,Madrid,Consultar con el organizador,,22:00
,30/11/2018,María del Pilar,SHOW,Teatro de la Zarzuela,"Calle de Jovellanos, 4",8242,Madrid,28014,Madrid,Todos los publicos,,30 de nov. 20:00 y 2 de dic. 18:00
,30/11/2018,XXXVI Festival De Otoño - Le petit chaperon rouge,THEATRE,El Pavón Teatro Kamikaze,"Calle de Embajadores, 9,",5523,Madrid,28012,Madrid,Todos los publicos,De 13€ a 15€,A Consultar
,30/11/2018,Elena Farga,MUSIC,Fulanita de Tal,"Regueros, 9",2692,Madrid,28004,Madrid,Todos los publicos,10€ anticipada / 12€ taquilla,21:30
,30/11/2018,Beat G Con Un Latido Diferente,SHOW,Naves Matadero. Centro Internacional de Artes Viva...,"Paseo de la Chopera, 14",6488,Madrid,28045,Madrid,Consultar con el organizador,Entrada Libre,21:30
,30/11/2018,Leer la Plaza,EXHIBITIONS,Sala de Bóvedas. Casa de la Panadería,"Plaza mayor, 27",4566,Madrid,28012,Madrid,Todos los publicos,Consultar,11:30 - 18:30
,30/11/2018,Chicago - Cine Inmersivo,SHOW,Gran Teatro Bankia Príncipe Pío,"Cuesta San Vicente, 44",3166,Madrid,28008,Madrid,Consultar con el organizador,25€,19:00 y 22:00
,30/11/2018,David Ernesberger,MUSIC,Sala Búho Real,"Calle de Regueros, 5",1933,Madrid,28004,Madrid,Consultar con el organizador,Taquilla inversa,20:30
,30/11/2018,Hansel Y Gretel,CHILDREN_ACTIVITIES,Auditorio y sala de exposiciones Paco de Lucía (L...,"Av. de Las Águilas, 2A",9768,Madrid,28044,Madrid,Mayores de 3 años,Gratuito,18:00
,30/11/2018,La Vida De Octavia,THEATRE,Teatros Luchana,"Calle de Luchana, 38",3639,Madrid,28010,Madrid,Consultar con el organizador,Desde 8€,22:30
,30/11/2018,Mar De Lirios,MUSIC,Centro Cultural Zazuar (Villa de Vallecas),"Calle Zazuar, 4",8290,Madrid,28031,Madrid,Todos los publicos,Gratuito,19:00
,30/11/2018,Chispa y Chispita,CHILDREN_ACTIVITIES,Centro Cultural Federico Chueca,"CALLE BENITA AVILA, 17",932,Madrid,28043,Madrid,Todos los publicos,Gratuito,18:30
,30/11/2018,Contra las Violencias Machistas Autodefensas Feminista,OTHERS,Espacio de Igualdad María Zambrano,"Calle de Andres Mellado, 44",8993,Madrid,28015,Madrid,Consultar con el organizador,,11:30
,30/11/2018,Dremen Day,MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",2769,Madrid,28015,Madrid,Consultar con el organizador,12€,20:00
,30/11/2018,Andrea Motis Trío,MUSIC,La Pecera del Círculo de Bellas Artes,"Calle de Alcalá, 42",6264,Madrid,28014,Madrid,Todos los publicos,25€,21:30
,30/11/2018,Public Service Broadcasting,MUSIC,Sala 0,"Plaza del Callao, 4",3214,Madrid,28013,Madrid,Mayores de 18 años,Anticipada 18€ // Taquilla 22€,20:30
,30/11/2018,Nassim,THEATRE,La Casa Encendida,"Ronda de Valencia, 2",6880,Madrid,28012,Madrid,Consultar con el organizador,5 €,22:00
,30/11/2018,II Aniversario Mostaza: Gijonne + Le Petit Steve,MUSIC,Café La Palma,"Calle de la Palma, 62",4955,Madrid,28015,Madrid,Todos los publicos,,23:59
,30/11/2018,La Mujer que Siempre Estuvo Allí,THEATRE,Off Latina,"Calle de los Mancebos, 4",3935,Madrid,28005,Madrid,Mayores de 16 años,12€,20:00
,30/11/2018,Nightwish,MUSIC,Wizink Center (Palacio de Deportes de la Comunidad...,"Av. Felipe II, s/n",4612,Madrid,28009,Madrid,Todos los publicos,Desde 50 €,18:00 - 22:30
,30/11/2018,METAL DUO - Metallica vs. Judas Priest,MUSIC,We Rock,"Calle de José Abascal, 8",1253,Madrid,28003,Madrid,Todos los publicos,Anticipada: 9€ + gastos de gestión. Taquilla: 1...,21:00
,30/11/2018,XXXVI Festival De Otoño - The Enormous Room,THEATRE,Teatros del Canal - Sala Verde,"Calle de Cea Bermúdez, 1",2030,Madrid,28003,Madrid,Todos los publicos,Desde 8 €,18:30
,30/11/2018,Con sombreros y a lo loco,EXHIBITIONS,Museo del Traje,"Av. Juan de Herrera, 2",6191,Madrid,28040,Madrid,Todos los publicos,,M-S 9:30-19:00 // D y festivos 10:00-15:00
,30/11/2018,J. Teixi Band + Velma Powell & Bluedays,MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",5065,Madrid,28012,Madrid,Todos los publicos,Anticipado 13 € Taquilla 18 €,21:00
,30/11/2018,César Geune,MUSIC,Contraclub,"Calle de Bailén, 16",6551,Madrid,28005,Madrid,Consultar con el organizador,10€ // Menores 16 años 6€,22:00
,30/11/2018,Bienvenido a Casa,THEATRE,La Usina,"Calle de palos de la Frontera, 4",7560,Madrid,28014,Madrid,Consultar con el organizador,13€,20:00
,30/11/2018,Turandot,SHOW,Teatro Real,"Plaza de Isabel II, s/n",8146,Madrid,28013,Madrid,Todos los publicos,,N/A
,30/11/2018,De Tripas Corazón,OTHERS,Intermediae,"Paseo de la Chopera, 14",8053,Madrid,28045,Madrid,Todos los publicos,,A Consultar
,30/11/2018,El reino de los monos,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal José Hierro,"Calle María Sevilla Diago, 13",5824,Madrid,28022,Madrid,Todos los publicos,Gratuito,18:00
,30/11/2018,La Leyenda Del Devengari,THEATRE,Off Latina,"Calle de los Mancebos, 4",4762,Madrid,28005,Madrid,Mayores de 12 años,12€,20:00
,30/11/2018,"Ópera, Zarzuela y Danza Española",SHOW,El Rincón de la Rodríguez,"Calle del Corazón de María, 6",6140,Madrid,28002,Madrid,Todos los publicos,"Desde 4,50 €",N/A
,30/11/2018,"Jose María Bandera: Paco de Lucía, Canción Andaluza",MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",6413,Madrid,28013,Madrid,Todos los publicos,Desde 18€,23:00
,30/11/2018,The 44 Dealers,MUSIC,El Junco Jazz,"Plaza de Santa Bárbara, 10",3645,Madrid,28004,Madrid,Consultar con el organizador,10€ con consumición,23:30
,30/11/2018,Lole Montoya,MUSIC,Fundación Casa Patas - Sala García Lorca,"Calle Cañizares, 10",8585,Madrid,28012,Madrid,Consultar con el organizador,Desde 28€,22:30
,30/11/2018,Black Stone Cherry + Monster Truck,MUSIC,Sala But,"Calle Barceló, 11",2392,Madrid,28004,Madrid,Mayores de 18 años,25 €,N/A
,30/11/2018,Jorge Cariglio Cuarteto,MUSIC,El Plaza Jazz Club,"Calle de Martín de los Heros, 3",5604,Madrid,28008,Madrid,Consultar con el organizador,8€,22:00
,30/11/2018,Under the Sea. Storytimes,CHILDREN_ACTIVITIES,Centro Cultural Galileo-Salas Polivalentes,"C/ Galileo, 39",1045,Madrid,28015,Madrid,Mayores de 3 años,,19:15
,30/11/2018,Fiebre Photo Book,FAIR_MARKET,Centro Cultural Daoíz y Velarde,"Calle del Alberche, 14",7810,Madrid,28007,Madrid,Todos los publicos,Gratuito,V 17:00-21:00 // S 11:00-21:00 // D 11:00-19:00
,30/11/2018,Sinaia + Ciudad Zero,MUSIC,Sala Moby Dick,"Av. de Brasil, 5",6317,Madrid,28020,Madrid,Consultar con el organizador,Anticipada 8€ // Taquilla 11€,21:00
,30/11/2018,Sin In The Flesh + Billete de Ida,MUSIC,Sala Boite,"Calle de Tetuán, 27",7957,Madrid,28013,Madrid,Consultar con el organizador,8€,21:30
,30/11/2018,Daniel García Diego Trio,MUSIC,Fundación Carlos de Amberes,"Calle Claudio Coello, 99",1031,Madrid,28006,Madrid,Consultar con el organizador,Anticipada 12€ // Taquilla 15€,20:00
,30/11/2018,Magia y Humor,SHOW,Restaurante Anthonys Place de Madrid,"Calle de Sandoval, 16",686,Madrid,28010,Madrid,Todos los publicos,,N/A
,30/11/2018,Leonardo. Questo Sconosciuto. El Desconocido Leonardo,CONGRESS_CONFERENCE,Palacio de las Alhajas,"Plaza de San Martín, 1",9935,Madrid,28013,Madrid,Todos los publicos,,19:00
,30/11/2018,Proyecto Waikiki: Bultur + Lejoule,MUSIC,Sala Maravillas,"c/ San Vicente Ferrer, 33",8219,Madrid,28004,Madrid,Consultar con el organizador,,A Consultar
,30/11/2018,Home,THEATRE,Centro Sociocultural Santa Petronila (Villaverde),"Calle Maria Martinez Oviol, 12",1288,Madrid,28021,Madrid,Todos los publicos,Gratuito,19:00
,30/11/2018,Ander García,MUSIC,Centro Cultural Carril del Conde (Hortaleza),"Calle Carril del Conde, 57",1185,Madrid,28043,Madrid,Todos los publicos,Gratuito,19:00
,30/11/2018,La adolescencia y su intervención desde CORAT,CONGRESS_CONFERENCE,Fundación Aprender. Colegio Brotmadrid,"Calle de Blas Cabrera, 88",1861,Madrid,28044,Madrid,Consultar con el organizador,Gratuito,18:00 - 20:00
,30/11/2018,Clandestinos,MUSIC,Blackbird,"Calle de las Huertas, 22",5550,Madrid,28014,Madrid,Todos los publicos,5 €,22:00
,30/11/2018,Trágicas,THEATRE,Sala Mirador,"Calle del Dr. Fourquet, 31",2368,Madrid,28012,Madrid,Todos los publicos,14€,V y S 19:30 // D 20:00
